Released,Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Domestic Box Office,Infl. Adj. Dom. Box Office,Worldwide Box Office
21-Dec-16,Sing,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$75,000,000 ","$270,329,045 ","$282,344,991 ","$631,064,182 "
23-Nov-16,Moana,Walt Disney,Musical,Original Screenplay,Digital Animation,Kids Fiction,"$150,000,000 ","$248,757,044 ","$261,961,216 ","$634,965,560 "
18-Nov-16,Fantastic Beasts and Where to Find Them,Warner Bros.,Adventure,Spin-Off,Animation/Live Action,Fantasy,"$180,000,000 ","$234,037,575 ","$247,407,093 ","$811,724,385 "
4-Nov-16,Doctor Strange,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$165,000,000 ","$232,641,920 ","$246,262,634 ","$676,354,481 "
25-Dec-16,Hidden Figures,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$25,000,000 ","$169,607,287 ","$173,274,920 ","$231,771,716 "
29-Jul-16,Jason Bourne,Universal,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$120,000,000 ","$162,192,920 ","$171,755,734 ","$416,168,316 "
22-Jul-16,Star Trek Beyond,Paramount Pictures,Adventure,Based on TV,Live Action,Science Fiction,"$185,000,000 ","$158,848,340 ","$168,213,956 ","$335,673,708 "
27-May-16,X-Men: Apocalypse,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$178,000,000 ","$155,442,489 ","$164,607,298 ","$542,537,546 "
4-Nov-16,Trolls,20th Century Fox,Adventure,Based on Toy,Digital Animation,Kids Fiction,"$125,000,000 ","$153,707,064 ","$162,634,435 ","$343,242,613 "
9-Dec-16,La La Land,Lionsgate,Musical,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$151,101,803 ","$155,596,981 ","$442,896,321 "
29-Jan-16,Kung Fu Panda 3,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$140,000,000 ","$143,528,619 ","$151,990,991 ","$521,170,825 "
15-Jul-16,Ghostbusters,Sony Pictures,Comedy,Remake,Animation/Live Action,Science Fiction,"$144,000,000 ","$128,350,574 ","$135,918,059 ","$229,008,658 "
17-Jun-16,Central Intelligence,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","$127,440,871 ","$134,954,729 ","$217,194,805 "
1-Jul-16,The Legend of Tarzan,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$180,000,000 ","$126,643,061 ","$134,109,875 ","$348,902,025 "
9-Sep-16,Sully,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$60,000,000 ","$125,070,033 ","$132,440,565 ","$238,524,556 "
29-Jul-16,Bad Moms,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$113,257,297 ","$119,934,894 ","$180,485,601 "
20-May-16,The Angry Birds Movie,Sony Pictures,Adventure,Based on Game,Digital Animation,Kids Fiction,"$73,000,000 ","$107,509,366 ","$113,848,064 ","$352,327,887 "
24-Jun-16,Independence Day: Resurgence,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,"$165,000,000 ","$103,144,286 ","$109,225,617 ","$384,169,424 "
10-Jun-16,The Conjuring 2: The Enfield Poltergeist,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,"$40,000,000 ","$102,470,008 ","$108,511,595 ","$310,201,399 "
11-Nov-16,Arrival,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$47,000,000 ","$100,546,139 ","$106,158,666 ","$202,863,303 "
21-Dec-16,Passengers,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$110,000,000 ","$100,014,699 ","$104,225,320 ","$302,239,672 "
12-Aug-16,Sausage Party,Sony Pictures,Comedy,Original Screenplay,Digital Animation,Fantasy,"$19,000,000 ","$97,670,358 ","$103,428,949 ","$141,344,255 "
23-Sep-16,The Magnificent Seven,Sony Pictures,Western,Remake,Live Action,Historical Fiction,"$90,000,000 ","$93,432,655 ","$98,940,934 ","$162,136,124 "
15-Jan-16,Ride Along 2,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$90,862,685 ","$96,219,901 ","$124,827,316 "
26-Aug-16,Don’t Breathe,Sony Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$89,217,875 ","$94,478,118 ","$158,906,350 "
30-Sep-16,Miss Peregrine’s Home for Peculiar …,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$110,000,000 ","$87,242,834 ","$92,375,385 ","$295,986,876 "
14-Oct-16,The Accountant,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$86,260,045 ","$91,330,659 ","$152,962,083 "
3-Jun-16,Teenage Mutant Ninja Turtles: Out of …,Paramount Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$135,000,000 ","$82,051,601 ","$86,889,323 ","$245,328,374 "
1-Jul-16,The Purge: Election Year,Universal,Horror,Original Screenplay,Live Action,Science Fiction,"$10,000,000 ","$79,042,440 ","$83,702,743 ","$118,514,727 "
27-May-16,Alice Through the Looking Glass,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$170,000,000 ","$77,042,381 ","$81,584,758 ","$276,928,112 "
12-Aug-16,Pete’s Dragon,Walt Disney,Adventure,Remake,Animation/Live Action,Kids Fiction,"$65,000,000 ","$76,233,151 ","$80,727,822 ","$137,768,975 "
7-Oct-16,The Girl on the Train,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$45,000,000 ","$75,395,035 ","$79,840,291 ","$174,278,214 "
21-Oct-16,Tyler Perry’s Boo! A Madea Halloween,Lionsgate,Comedy,Based on Play,Live Action,Contemporary Fiction,"$20,000,000 ","$73,206,343 ","$77,522,555 ","$73,206,343 "
23-Sep-16,Storks,Warner Bros.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$70,000,000 ","$72,679,278 ","$76,954,424 ","$183,353,431 "
11-Mar-16,10 Cloverfield Lane,Paramount Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000 ","$72,082,999 ","$76,332,973 ","$108,286,422 "
22-Jul-16,Lights Out,Warner Bros.,Horror,Based on Short Film,Live Action,Contemporary Fiction,"$5,000,000 ","$67,268,835 ","$71,234,975 ","$148,806,510 "
4-Nov-16,Hacksaw Ridge,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,"$40,000,000 ","$67,209,615 ","$71,073,924 ","$169,023,926 "
18-Mar-16,The Divergent Series: Allegiant,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$110,000,000 ","$66,184,051 ","$70,086,229 ","$172,022,517 "
10-Jun-16,Now You See Me 2,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$90,000,000 ","$65,075,540 ","$68,912,356 ","$328,325,007 "
22-Jul-16,Ice Age: Collision Course,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$105,000,000 ","$64,063,008 ","$67,840,132 ","$402,156,682 "
8-Apr-16,The Boss,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$29,000,000 ","$63,077,560 ","$66,796,579 ","$78,652,207 "
4-Mar-16,London Has Fallen,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","$62,524,260 ","$66,210,660 ","$195,194,085 "
16-Mar-16,Miracles from Heaven,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$13,000,000 ","$61,705,123 ","$65,343,226 ","$73,814,432 "
30-Sep-16,Deepwater Horizon,Lionsgate,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,"$156,000,000 ","$61,433,527 ","$65,055,612 ","$122,603,824 "
23-Dec-16,Why Him?,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$38,000,000 ","$60,323,786 ","$62,758,824 ","$117,425,156 "
25-Mar-16,My Big Fat Greek Wedding 2,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ","$59,689,605 ","$63,208,873 ","$92,096,558 "
21-Oct-16,Jack Reacher: Never Go Back,Paramount Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$60,000,000 ","$58,697,076 ","$62,153,192 ","$159,946,489 "
16-Dec-16,Fences,Paramount Pictures,Drama,Based on Play,Live Action,Historical Fiction,"$24,000,000 ","$57,682,904 ","$60,028,365 ","$64,282,881 "
3-Jun-16,Me Before You,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000 ","$56,245,075 ","$59,561,260 ","$208,064,908 "
1-Jul-16,The BFG,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,"$140,000,000 ","$55,483,770 ","$58,755,061 ","$199,646,680 "
20-May-16,Neighbors 2: Sorority Rising,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","$55,340,730 ","$58,603,592 ","$108,757,621 "
24-Jun-16,The Shallows,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000 ","$55,121,623 ","$58,371,560 ","$118,763,442 "
9-Dec-16,Office Christmas Party,Paramount Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$45,000,000 ","$54,767,494 ","$57,859,406 ","$115,097,874 "
21-Dec-16,Assassin’s Creed,20th Century Fox,Action,Based on Game,Live Action,Science Fiction,"$125,000,000 ","$54,647,948 ","$57,181,172 ","$240,759,682 "
15-Apr-16,Barbershop: The Next Cut,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$54,030,051 ","$57,215,641 ","$54,404,202 "
15-Jan-16,13 Hours: The Secret Soldiers of Beng…,Paramount Pictures,Thriller/Suspense,Based on Factual Book/Article,Live Action,Dramatization,"$50,000,000 ","$52,853,219 ","$55,969,414 ","$69,411,370 "
25-Nov-16,Lion,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$12,000,000 ","$51,739,495 ","$53,035,795 ","$149,117,900 "
19-Aug-16,Kubo and the Two Strings,Focus Features,Adventure,Original Screenplay,Stop-Motion Animation,Fantasy,"$55,000,000 ","$48,023,088 ","$50,854,506 ","$77,548,122 "
22-Apr-16,The Huntsman: Winter’s War,Universal,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$115,000,000 ","$48,003,015 ","$50,833,246 ","$165,149,302 "
18-Nov-16,Manchester by the Sea,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$8,500,000 ","$47,695,371 ","$49,781,192 ","$77,733,867 "
10-Jun-16,Warcraft,Universal,Action,Based on Game,Live Action,Fantasy,"$160,000,000 ","$47,365,290 ","$50,157,925 ","$438,899,824 "
12-Feb-16,How to be Single,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$37,000,000 ","$46,843,513 ","$49,605,385 ","$100,003,780 "
8-Jul-16,Mike and Dave Need Wedding Dates,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$33,000,000 ","$46,009,673 ","$48,722,379 ","$75,898,100 "
19-Aug-16,War Dogs,Warner Bros.,Black Comedy,Based on Factual Book/Article,Live Action,Dramatization,"$50,000,000 ","$43,034,523 ","$45,571,815 ","$86,234,503 "
11-Nov-16,Almost Christmas,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000 ","$42,065,185 ","$44,542,964 ","$42,493,506 "
13-May-16,Money Monster,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$27,000,000 ","$41,012,075 ","$43,430,125 ","$93,466,095 "
23-Nov-16,Allied,Paramount Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,"$106,000,000 ","$40,098,064 ","$42,443,364 ","$119,266,661 "
27-Jul-16,Nerve,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000 ","$38,583,626 ","$40,858,491 ","$85,583,945 "
19-Feb-16,Risen,Sony Pictures,Drama,Based on Religious Text,Live Action,Historical Fiction,"$20,000,000 ","$36,880,033 ","$39,054,457 ","$46,244,066 "
20-May-16,The Nice Guys,Warner Bros.,Black Comedy,Original Screenplay,Live Action,Historical Fiction,"$50,000,000 ","$36,261,763 ","$38,399,737 ","$59,596,747 "
22-Jan-16,The Boy,STX Entertainment,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$35,819,556 ","$37,931,459 ","$68,220,952 "
22-Jan-16,Dirty Grandpa,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$11,500,000 ","$35,593,113 ","$37,691,660 ","$105,078,449 "
21-Oct-16,Ouija: Origin of Evil,Universal,Horror,Based on Game,Live Action,Historical Fiction,"$9,000,000 ","$35,144,505 ","$37,216,604 ","$81,831,866 "
22-Jan-16,The 5th Wave,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$38,000,000 ","$34,912,982 ","$36,971,427 ","$111,336,398 "
28-Oct-16,Inferno,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$75,000,000 ","$34,343,574 ","$36,363,844 ","$219,519,367 "
29-Apr-16,Mother’s Day,Open Road,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","$32,492,859 ","$34,408,615 ","$52,367,022 "
21-Dec-16,Patriots Day,Lionsgate,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,"$40,000,000 ","$31,886,361 ","$32,585,518 ","$52,837,989 "
26-Feb-16,Gods of Egypt,Lionsgate,Adventure,Original Screenplay,Live Action,Fantasy,"$140,000,000 ","$31,153,464 ","$32,990,253 ","$138,836,756 "
16-Dec-16,Collateral Beauty,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$36,000,000 ","$31,016,021 ","$32,592,599 ","$85,309,093 "
5-Feb-16,"Hail, Caesar!",Universal,Comedy,Original Screenplay,Live Action,Historical Fiction,"$22,000,000 ","$30,080,225 ","$31,853,735 ","$64,220,196 "
9-Sep-16,When the Bough Breaks,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$29,747,603 ","$31,501,506 ","$30,768,449 "
12-Feb-16,Zoolander 2,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","$28,848,693 ","$30,549,598 ","$55,348,693 "
21-Oct-16,Moonlight,A24,Drama,Based on Play,Live Action,Historical Fiction,"$1,500,000 ","$27,854,931 ","$28,921,308 ","$65,157,139 "
29-Jan-16,The Finest Hours,Walt Disney,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,"$70,000,000 ","$27,569,558 ","$29,195,045 ","$49,252,761 "
12-Aug-16,Florence Foster Jenkins,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,"$29,000,000 ","$27,383,770 ","$28,998,297 ","$56,000,339 "
12-Aug-16,Hell or High Water,Lionsgate,Western,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000 ","$27,007,844 ","$28,600,213 ","$37,584,304 "
8-Jan-16,The Forest,Focus / Gramercy,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$26,594,261 ","$28,162,246 ","$40,749,230 "
19-Aug-16,Ben-Hur,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$95,000,000 ","$26,410,477 ","$27,967,623 ","$91,669,648 "
19-Feb-16,The Witch,A24,Horror,Original Screenplay,Live Action,Historical Fiction,"$3,500,000 ","$25,138,705 ","$26,620,865 ","$40,438,974 "
16-Sep-16,Bridget Jones’s Baby,Universal,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$35,000,000 ","$24,139,805 ","$25,563,068 ","$207,298,383 "
14-Oct-16,Kevin Hart: What Now?,Universal,Concert/Performance,Based on Real Life Events,Live Action,Factual,"$10,000,000 ","$23,591,043 ","$24,981,958 ","$23,591,043 "
18-Dec-15,Star Wars Ep. VII: The Force Awakens,Walt Disney,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,"$306,000,000 ","$936,662,225 ","$1,012,399,043 ","$2,064,615,817 "
12-Jun-15,Jurassic World,Universal,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$215,000,000 ","$652,306,625 ","$708,790,321 ","$1,669,979,967 "
1-May-15,Avengers: Age of Ultron,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$365,000,000 ","$459,005,868 ","$498,753,701 ","$1,395,316,979 "
19-Jun-15,Inside Out,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$175,000,000 ","$356,461,711 ","$387,329,684 ","$852,830,107 "
3-Apr-15,Furious 7,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,"$190,000,000 ","$353,007,020 ","$383,575,834 ","$1,516,881,526 "
10-Jul-15,Minions,Universal,Adventure,Spin-Off,Digital Animation,Kids Fiction,"$74,000,000 ","$336,045,770 ","$365,145,822 ","$1,159,631,140 "
20-Nov-15,The Hunger Games: Mockingjay - Part 2,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$160,000,000 ","$281,723,902 ","$305,911,574 ","$648,986,787 "
2-Oct-15,The Martian,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$108,000,000 ","$228,433,663 ","$248,129,643 ","$655,111,538 "
13-Mar-15,Cinderella,Walt Disney,Drama,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$95,000,000 ","$201,151,353 ","$218,570,149 ","$542,351,353 "
6-Nov-15,Spectre,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$300,000,000 ","$200,074,175 ","$217,317,574 ","$879,500,760 "
31-Jul-15,Mission: Impossible—Rogue Nation,Paramount Pictures,Action,Based on TV,Live Action,Contemporary Fiction,"$150,000,000 ","$195,042,377 ","$211,932,163 ","$688,858,992 "
15-May-15,Pitch Perfect 2,Universal,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$29,000,000 ","$184,296,230 ","$200,255,453 ","$287,215,196 "
25-Dec-15,The Revenant,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Dramatization,"$135,000,000 ","$183,637,894 ","$194,489,215 ","$532,938,302 "
17-Jul-15,Ant-Man,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$130,000,000 ","$180,202,163 ","$195,806,853 ","$518,858,449 "
27-Mar-15,Home,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$130,000,000 ","$177,397,510 ","$192,759,330 ","$385,997,896 "
25-Sep-15,Hotel Transylvania 2,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$80,000,000 ","$169,700,110 ","$184,361,406 ","$469,831,205 "
13-Feb-15,Fifty Shades of Grey,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$40,000,000 ","$166,167,230 ","$180,556,561 ","$570,794,950 "
6-Feb-15,The SpongeBob Movie: Sponge Out of Water,Paramount Pictures,Adventure,Based on TV,Animation/Live Action,Kids Fiction,"$74,000,000 ","$162,994,032 ","$177,108,573 ","$311,013,181 "
14-Aug-15,Straight Outta Compton,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,"$28,000,000 ","$161,197,785 ","$175,156,787 ","$202,182,981 "
29-May-15,San Andreas,Warner Bros.,Adventure,Original Screenplay,Live Action,Science Fiction,"$110,000,000 ","$155,190,832 ","$168,629,655 ","$456,258,539 "
15-May-15,Mad Max: Fury Road,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$150,000,000 ","$153,636,354 ","$166,482,038 ","$367,457,874 "
25-Dec-15,Daddy’s Home,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","$150,357,137 ","$161,816,850 ","$241,504,989 "
20-Mar-15,The Divergent Series: Insurgent,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$110,000,000 ","$130,179,072 ","$141,451,990 ","$295,075,882 "
6-Nov-15,The Peanuts Movie,20th Century Fox,Adventure,Based on Comic/Graphic Novel,Digital Animation,Kids Fiction,"$99,000,000 ","$130,178,411 ","$141,397,580 ","$250,091,610 "
13-Feb-15,Kingsman: The Secret Service,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$94,000,000 ","$128,261,724 ","$139,368,612 ","$404,561,724 "
25-Nov-15,The Good Dinosaur,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$187,500,000 ","$123,087,120 ","$133,515,968 ","$333,771,037 "
5-Jun-15,Spy!,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000 ","$110,825,712 ","$120,422,719 ","$232,585,748 "
17-Jul-15,Trainwreck,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","$110,212,700 ","$119,756,622 ","$141,123,897 "
25-Nov-15,Creed,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$37,000,000 ","$109,767,581 ","$118,986,028 ","$173,567,581 "
22-May-15,Tomorrowland,Walt Disney,Adventure,Original Screenplay,Live Action,Science Fiction,"$170,000,000 ","$93,436,322 ","$101,527,480 ","$206,627,518 "
27-Mar-15,Get Hard,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$90,411,453 ","$98,240,670 ","$111,711,453 "
1-Jul-15,Terminator: Genisys,Paramount Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$155,000,000 ","$89,760,956 ","$97,533,848 ","$432,150,894 "
9-Jan-15,Taken 3,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,"$48,000,000 ","$89,256,424 ","$96,985,631 ","$327,656,424 "
18-Dec-15,Sisters,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","$87,044,645 ","$93,534,326 ","$106,030,660 "
18-Dec-15,Alvin and the Chipmunks: The Road Chip,20th Century Fox,Adventure,Based on TV,Animation/Live Action,Kids Fiction,"$90,000,000 ","$85,886,987 ","$92,486,715 ","$249,517,956 "
18-Sep-15,Maze Runner: The Scorch Trials,20th Century Fox,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$61,000,000 ","$81,697,192 ","$88,769,954 ","$310,566,162 "
26-Jun-15,Ted 2,Universal,Comedy,Original Screenplay,Animation/Live Action,Fantasy,"$68,000,000 ","$81,476,385 ","$88,531,876 ","$217,214,143 "
16-Oct-15,Goosebumps,Sony Pictures,Horror,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$58,000,000 ","$80,069,458 ","$86,977,223 ","$158,911,568 "
24-Jul-15,Pixels,Sony Pictures,Adventure,Based on Short Film,Animation/Live Action,Science Fiction,"$90,000,000 ","$78,765,986 ","$85,586,762 ","$244,041,804 "
16-Jan-15,Paddington,Weinstein Co.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,"$55,000,000 ","$76,223,578 ","$82,824,189 ","$252,410,984 "
25-Sep-15,The Intern,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$75,764,672 ","$82,320,306 ","$197,115,710 "
16-Oct-15,Bridge of Spies,Walt Disney,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,"$40,000,000 ","$72,313,754 ","$78,528,717 ","$162,498,338 "
17-Apr-15,Paul Blart: Mall Cop 2,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$38,000,000 ","$71,091,594 ","$77,247,810 ","$107,453,907 "
11-Dec-15,The Big Short,Paramount Pictures,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,"$28,000,000 ","$70,259,870 ","$75,315,874 ","$133,162,752 "
28-Aug-15,War Room,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$3,000,000 ","$67,790,117 ","$72,397,709 ","$73,986,904 "
1-Jul-15,Magic Mike XXL,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$14,500,000 ","$66,013,057 ","$71,729,487 ","$123,580,421 "
11-Sep-15,The Visit,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","$65,206,105 ","$70,852,664 ","$98,677,816 "
16-Jan-15,The Wedding Ringer,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$23,000,000 ","$64,460,211 ","$70,042,178 ","$80,171,596 "
18-Sep-15,Black Mass,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$53,000,000 ","$62,575,678 ","$67,994,442 ","$98,837,872 "
29-Jul-15,Vacation,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$31,000,000 ","$58,884,188 ","$63,983,287 ","$102,306,500 "
11-Sep-15,The Perfect Guy,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ","$57,027,435 ","$61,965,751 ","$60,278,166 "
25-Dec-15,Joy,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,"$60,000,000 ","$56,451,232 ","$60,561,945 ","$101,134,059 "
7-Aug-15,Fantastic Four,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$120,000,000 ","$56,117,548 ","$60,977,076 ","$167,849,187 "
25-Dec-15,The Hateful Eight,Weinstein Co.,Western,Original Screenplay,Live Action,Historical Fiction,"$62,000,000 ","$54,117,416 ","$58,110,857 ","$152,366,784 "
27-Feb-15,Focus,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000 ","$53,862,963 ","$58,527,252 ","$168,065,700 "
24-Jul-15,Southpaw,Weinstein Co.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","$52,421,953 ","$56,961,451 ","$94,156,456 "
5-Jun-15,Insidious Chapter 3,Focus Features,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$52,218,558 ","$56,740,448 ","$120,453,155 "
9-Jan-15,Selma,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,"$20,000,000 ","$52,076,908 ","$56,586,532 ","$66,776,576 "
6-Feb-15,Jupiter Ascending,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$179,000,000 ","$47,482,519 ","$51,594,286 ","$181,982,519 "
22-May-15,Poltergeist,20th Century Fox,Horror,Remake,Live Action,Contemporary Fiction,"$35,000,000 ","$47,425,125 ","$51,531,925 ","$95,713,069 "
18-Sep-15,Sicario,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","$46,889,293 ","$50,947,883 ","$84,335,703 "
14-Aug-15,The Man From U.N.C.L.E.,Warner Bros.,Action,Based on TV,Live Action,Historical Fiction,"$75,000,000 ","$45,445,109 ","$49,380,442 ","$108,517,735 "
6-Nov-15,Spotlight,Open Road,Drama,Based on Real Life Events,Live Action,Dramatization,"$20,000,000 ","$45,055,776 ","$48,461,420 ","$91,902,438 "
